Reptér neve,Település,Ország,Azonosító,Szélesség,Hosszúság
La Aurora Airport,Guatemala City,Guatemala,GUA,14.5833,-90.527496
Retalhuleu Airport,Retalhuleu,Guatemala,RER,14.52099991,-91.69730377
San José Airport,San Jose,Guatemala,GSJ,13.93620014,-90.83580017
Goloson International Airport,La Ceiba,Honduras,LCE,15.7425,-86.852997
Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,15.4526,-87.923599
La Laguna Airport,Guanaja,Honduras,GJA,16.4454,-85.906601
Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,16.316799,-86.523003
Tela Airport,Tela,Honduras,TEA,15.7759,-87.4758
Toncontín International Airport,Tegucigalpa,Honduras,TGU,14.06089973,-87.21720123
Trujillo Airport,Trujillo,Honduras,TJI,15.9268,-85.938202
Boscobel Aerodrome,Ocho Rios,Jamaica,OCJ,18.4041996,-76.96900177
Norman Manley International Airport,Kingston,Jamaica,KIN,17.93569946,-76.78749847
Sangster International Airport,Montego Bay,Jamaica,MBJ,18.50370026,-77.91339874
Ken Jones Airport,Port Antonio,Jamaica,POT,18.19879913,-76.53450012
Tinson Pen Airport,Kingston,Jamaica,KTP,17.98859978,-76.82379913
General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,16.75709915,-99.7539978
Del Norte International Airport,Monterrey,Mexico,NTR,25.865601,-100.237
Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,21.705601,-102.318001
Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,15.7753,-96.262604
General Mariano Matamoros Airport,Cuernavaca,Mexico,CVJ,18.83480072,-99.26129913
Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,ACN,29.332899,-101.098998
Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,18.65369987,-91.7990036
Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,NCG,30.3974,-107.875
Bachigualato Federal International Airport,Culiacan,Mexico,CUL,24.76449966,-107.4749985
Chetumal International Airport,Chetumal,Mexico,CTM,18.50469971,-88.32679749
Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,27.39259911,-109.8330002
Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE,19.81679916,-90.50029755
Abraham González International Airport,Ciudad Juarez,Mexico,CJS,31.63610077,-106.4290009
General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,28.70289993,-105.9649963
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,23.70330048,-98.95649719
Cozumel International Airport,Cozumel,Mexico,CZM,20.5223999,-86.92559814
General Guadalupe Victoria International Airport,Durango,Mexico,DGO,24.12420082,-104.5279999
Amado Nervo National Airport,Tepic,Mexico,TPQ,21.4195,-104.843002
Ensenada International Airport,Ensenada,Mexico,ESE,31.7953,-116.602997
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,20.52179909,-103.310997
General José María Yáñez International Airport,Guaymas,Mexico,GYM,27.96899986,-110.9250031
Tehuacan Airport,Tehuacan,Mexico,TCN,18.49720001,-97.41989899
General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO,29.09589958,-111.0479965
Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,19.277,-103.577002
Isla Mujeres Airport,Isla Mujeres,Mexico,ISJ,21.24500084,-86.73999786
Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,25.54949951,-100.9290009
Ixtepec Airport,Iztepec,Mexico,IZT,16.449301,-95.093697
Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,18.00169945,-102.2210007
Valle del Fuerte International Airport,Los Mochis,Mexico,LMM,25.68519974,-109.0810013
Del Bajío International Airport,Del Bajio,Mexico,BJX,20.9935,-101.481003
Manuel Márquez de León International Airport,La Paz,Mexico,LAP,24.0727005,-110.3619995
Loreto International Airport,Loreto,Mexico,LTO,25.98920059,-111.3479996
General Servando Canales International Airport,Matamoros,Mexico,MAM,25.76989937,-97.52529907
Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID,20.93700027,-89.65769959
General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,32.6306,-115.241997
General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,19.84989929,-101.0250015
Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,18.10339928,-94.58070374
Monclova International Airport,Monclova,Mexico,LOV,26.9557,-101.470001
Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098
General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,25.7784996,-100.1070023
General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,23.16139984,-106.2659988
Nogales International Airport,Nogales,Mexico,NOG,31.22610092,-110.9759979
Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,27.44389915,-99.57050323
Xoxocotlán International Airport,Oaxaca,Mexico,OAX,16.99990082,-96.72660065
El Tajín National Airport,Poza Rico,Mexico,PAZ,20.60269928,-97.46080017
Hermanos Serdán International Airport,Puebla,Mexico,PBC,19.15810013,-98.37139893
Mar de Cortés International Airport,Punta Penasco,Mexico,PPE,31.351987,-113.305177
Piedras Negras International Airport,Piedras Negras,Mexico,PDS,28.627399,-100.535004
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,19.39669991,-102.0390015
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,20.68009949,-105.2539978
Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,15.8769,-97.089103
Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,20.6173,-100.185997
General Lucio Blanco International Airport,Reynosa,Mexico,REX,26.0089,-98.2285
Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,23.15180016,-109.7210007
San Felipe International Airport,San Filipe,Mexico,SFH,30.93020058,-114.8089981
Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,22.25429916,-100.9309998
Francisco Sarabia International Airport,Torreon,Mexico,TRC,25.56830025,-103.4110031
Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,16.56360054,-93.02249908
General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,32.54109955,-116.9700012
General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,22.29640007,-97.86589813
Tamuin Airport,Tamuin,Mexico,TSL,22.0383,-98.806502
Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,19.33709908,-99.56600189
Tapachula International Airport,Tapachula,Mexico,TAP,14.79430008,-92.37000275
Cancún International Airport,Cancun,Mexico,CUN,21.03650093,-86.87709808
Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,17.99699974,-92.81739807
General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,19.14590073,-96.18730164
General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,22.89710045,-102.6869965
Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,17.60160065,-101.4609985
Zamora Airport,Zamora,Mexico,ZMM,20.045,-102.276001
Playa De Oro International Airport,Manzanillo,Mexico,ZLO,19.14480019,-104.5589981
Bluefields Airport,Bluefields,Nicaragua,BEF,11.99100018,-83.77410126
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,12.14150047,-86.16819763
Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,14.0472002,-83.38670349
Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,9.340849876,-82.25080109
Cap Manuel Niño International Airport,Changuinola,Panama,CHX,9.458962,-82.515062
Enrique Malek International Airport,David,Panama,DAV,8.390999794,-82.43499756
Panama Pacific International Airport,Howard,Panama,BLB,8.91479,-79.599602
Marcos A. Gelabert International Airport,Panama,Panama,PAC,8.973340034,-79.55560303
Ruben Cantu Airport,Santiago,Panama,SYP,8.085599899,-80.94529724
Tocumen International Airport,Panama City,Panama,PTY,9.071359634,-79.38349915
Buenos Aires Airport,Buenos Aires,Costa Rica,BAI,9.163949,-83.330171
Coto 47 Airport,Coto 47,Costa Rica,OTR,8.601559639,-82.96859741
Chacarita Airport,Chacarita,Costa Rica,JAP,9.981410027,-84.77269745
Golfito Airport,Golfito,Costa Rica,GLF,8.654009819,-83.18219757
Guapiles Airport,Guapiles,Costa Rica,GPL,10.21720028,-83.79699707
Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403
Los Chiles Airport,Los Chiles,Costa Rica,LSL,11.03530025,-84.70610046
Limon International Airport,Limon,Costa Rica,LIO,9.957960129,-83.02200317
Nosara Airport,Nosara Beach,Costa Rica,NOB,9.976490021,-85.65299988
Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860245,-84.20880127
Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,8.951029778,-83.46859741
Quepos Managua Airport,Quepos,Costa Rica,XQP,9.443160057,-84.12979889
San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO,8.826109886,-82.95890045
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702
Les Cayes Airport,Cayes,Haiti,CYA,18.27109909,-73.78829956
Cap Haitien International Airport,Cap Haitien,Haiti,CAP,19.733,-72.194702
Jacmel Airport,Jacmel,Haiti,JAK,18.24110031,-72.51850128
Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992,-72.29250336
Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,20.36529922,-74.5062027
Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,20.39640045,-76.62139893
Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,22.02709961,-78.78959656
Jardines Del Rey Airport,Cunagua,Cuba,CCC,22.46100044,-78.32839966
Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,22.14999962,-80.41419983
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.61650085,-81.54599762
Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,21.42029953,-77.84750366
Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,19.96980095,-75.83540344
Leeward Point Field,Guantanamo,Cuba,NBW,19.90649986,-75.20709991
Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530045,-75.15830231
José Martí International Airport,Havana,Cuba,HAV,22.98920059,-82.40910339
Frank Pais International Airport,Holguin,Cuba,HOG,20.78560066,-76.31510162
La Coloma Airport,La Coloma,Cuba,LCL,22.33609962,-83.64189911
Orestes Acosta Airport,Moa,Cuba,MOA,20.65390015,-74.92220306
Sierra Maestra Airport,Manzanillo,Cuba,MZO,20.28809929,-77.08920288
Rafael Cabrera Airport,Nueva Gerona,Cuba,GER,21.83469963,-82.78379822
Playa Baracoa Airport,Baracoa Playa,Cuba,UPB,23.03280067,-82.57939911
Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,QPD,22.42140007,-83.67839813
Abel Santamaria Airport,Santa Clara,Cuba,SNU,22.49220085,-79.94360352
Siguanea Airport,Siguanea,Cuba,SZJ,21.64249992,-82.95510101
Sancti Spiritus Airport,Sancti Spiritus,Cuba,USS,21.9704,-79.442703
Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,23.03440094,-81.43530273
Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU,20.98760033,-76.93579865
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.68700027,-79.88279724
Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009,-81.35769653
Clarence A. Bain Airport,Clarence Bain,Bahamas,MAY,24.28770065,-77.68460083
Andros Town Airport,Andros Town,Bahamas,ASD,24.69790077,-77.79560089
Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,26.5114,-77.083503
San Andros Airport,San Andros,Bahamas,SAQ,25.05380058,-78.0490036
Spring Point Airport,Spring Point,Bahamas,AXP,22.44179916,-73.97090149
Treasure Cay Airport,Treasure Cay,Bahamas,TCB,26.74530029,-77.39129639
Chub Cay Airport,Chub Cay,Bahamas,CCZ,25.41710091,-77.88089752
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,25.7383,-77.840103
South Bimini Airport,Alice Town,Bahamas,BIM,25.69989967,-79.26470184
Exuma International Airport,Great Exuma,Bahamas,GGT,23.56259918,-75.87799835
North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.47489929,-76.6835022
Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,25.28470039,-76.33100128
Normans Cay Airport,Norman's Cay,Bahamas,NMC,24.59429932,-76.82019806
Rock Sound Airport,Rock Sound,Bahamas,RSD,24.89507873,-76.17688179
Staniel Cay Airport,Staniel Cay,Bahamas,TYM,24.16909981,-76.43910217
Grand Bahama International Airport,Freeport,Bahamas,FPO,26.55870056,-78.69560242
Inagua Airport,Matthew Town,Bahamas,IGA,20.97500038,-73.66690063
Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,23.17900085,-75.09359741
Stella Maris Airport,Stella Maris,Bahamas,SML,23.582317,-75.268621
Mayaguana Airport,Mayaguana,Bahamas,MYG,22.379499,-73.013494
Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.03899956,-77.46620178
Duncan Town Airport,Duncan Town,Bahamas,DCT,22.18180084,-75.72949982
Rum Cay Airport,Port Nelson,Bahamas,RCY,23.68440056,-74.8361969
San Salvador Airport,Cockburn Town,Bahamas,ZSA,24.06329918,-74.52400208
Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.53910065,-88.30819702
Aitutaki Airport,Aitutaki,Cook Islands,AIT,-18.83090019,-159.7640076
Rarotonga International Airport,Avarua,Cook Islands,RAR,-21.20269966,-159.8059998
Nadi International Airport,Nandi,Fiji,NAN,-17.7553997,177.4429932
Nausori International Airport,Nausori,Fiji,SUV,-18.04330063,178.5590057
Fua'amotu International Airport,Tongatapu,Tonga,TBU,-21.24119949,-175.1499939
Vava'u International Airport,Vava'u,Tonga,VAV,-18.58530045,-173.9620056
Bonriki International Airport,Tarawa,Kiribati,TRW,1.381639957,173.1470032
Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,-1.224470019,174.776001
Hihifo Airport,Wallis,Wallis and Futuna,WLS,-13.23830032,-176.1990051
Faleolo International Airport,Faleolo,Samoa,APW,-13.82999992,-172.0079956
Pago Pago International Airport,Pago Pago,American Samoa,PPG,-14.33100033,-170.7100067
Rurutu Airport,Rurutu,French Polynesia,RUR,-22.4340992,-151.3609924
Tubuai Airport,Tubuai,French Polynesia,TUB,-23.36540031,-149.5240021
Anaa Airport,Anaa,French Polynesia,AAA,-17.3526001,-145.5099945
Fangatau Airport,Fangatau,French Polynesia,FGU,-15.81989956,-140.8869934
Tikehau Airport,Tikehau,French Polynesia,TIH,-15.1196003,-148.2310028
Reao Airport,Reao,French Polynesia,REA,-18.46590042,-136.4400024
Fakarava Airport,Fakarava,French Polynesia,FAV,-16.05410004,-145.6569977
Manihi Airport,Manihi,French Polynesia,XMH,-14.4368,-146.0700073
Totegegie Airport,Totegegie,French Polynesia,GMR,-23.07990074,-134.8899994
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,-15.66329956,-146.8849945
Makemo Airport,Makemo,French Polynesia,MKP,-16.58390045,-143.6580048
Puka Puka Airport,Puka Puka,French Polynesia,PKP,-14.80949974,-138.8130035
Takapoto Airport,Takapoto,French Polynesia,TKP,-14.70950031,-145.2460022
Arutua Airport,Arutua,French Polynesia,AXR,-15.2482996,-146.6170044
Mataiva Airport,Mataiva,French Polynesia,MVT,-14.86810017,-148.7169952
Takaroa Airport,Takaroa,French Polynesia,TKX,-14.45580006,-145.0249939
Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,-8.795599937,-140.2290039
Bora Bora Airport,Bora Bora,French Polynesia,BOB,-16.44440079,-151.7510071
Rangiroa Airport,Rangiroa,French Polynesia,RGI,-14.95429993,-147.6609955
Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,-16.68720055,-151.0220032
Moorea Airport,Moorea,French Polynesia,MOZ,-17.49,-149.761993
Hao Airport,Hao Island,French Polynesia,HOI,-18.07480049,-140.9459991
Maupiti Airport,Maupiti,French Polynesia,MAU,-16.42650032,-152.2440033
Raiatea Airport,Raiatea Island,French Polynesia,RFP,-16.7229,-151.466003
Bauerfield International Airport,Port-vila,Vanuatu,VLI,-17.69930077,168.3200073
Koné Airport,Kone,New Caledonia,KNQ,-21.05430031,164.8370056
Koumac Airport,Koumac,New Caledonia,KOC,-20.54630089,164.2559967
Lifou Airport,Lifou,New Caledonia,LIF,-20.77479935,167.2400055
Nouméa Magenta Airport,Noumea,New Caledonia,GEA,-22.25830078,166.4730072
Maré Airport,Mare,New Caledonia,MEE,-21.4817009,168.0379944
Touho Airport,Touho,New Caledonia,TOU,-20.79000092,165.2590027
Ouvéa Airport,Ouvea,New Caledonia,UVE,-20.6406002,166.572998
La Tontouta International Airport,Noumea,New Caledonia,NOU,-22.01460075,166.2129974
Auckland International Airport,Auckland,New Zealand,AKL,-37.0080986,174.7920074
Taupo Airport,Taupo,New Zealand,TUO,-38.73970032,176.0839996
Ardmore Airport,Ardmore,New Zealand,AMZ,-37.02970123,174.9730072
Christchurch International Airport,Christchurch,New Zealand,CHC,-43.48939896,172.5319977
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,-43.81000137,-176.4570007
Dunedin Airport,Dunedin,New Zealand,DUD,-45.92810059,170.197998
Gisborne Airport,Gisborne,New Zealand,GIS,-38.66329956,177.9779968
Glentanner Airport,Glentanner,New Zealand,GTN,-43.90670013,170.128006
Hokitika Airfield,Hokitika,New Zealand,HKK,-42.71360016,170.9850006
Hamilton International Airport,Hamilton,New Zealand,HLZ,-37.86669922,175.3320007
Kerikeri Airport,Kerikeri,New Zealand,KKE,-35.26279831,173.9120026
Kaitaia Airport,Kaitaia,New Zealand,KAT,-35.06999969,173.2850037
Alexandra Airport,Alexandra,New Zealand,ALR,-45.21170044,169.3730011
Mount Cook Airport,Mount Cook,New Zealand,MON,-43.76499939,170.1329956
Manapouri Airport,Manapouri,New Zealand,TEU,-45.53310013,167.6499939
Hood Airport,Masterton,New Zealand,MRO,-40.97330093,175.6340027
New Plymouth Airport,New Plymouth,New Zealand,NPL,-39.00859833,174.1790009
Nelson Airport,Nelson,New Zealand,NSN,-41.2983017,173.220993
Invercargill Airport,Invercargill,New Zealand,IVC,-46.41239929,168.3130035
RNZAF Base Ohakea,Ohakea,New Zealand,OHA,-40.20600128,175.3880005
Oamaru Airport,Oamaru,New Zealand,OAM,-44.97000122,171.0820007
Palmerston North Airport,Palmerston North,New Zealand,PMR,-40.3205986,175.6170044
Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,-40.90470123,174.9889984
Queenstown International Airport,Queenstown International,New Zealand,ZQN,-45.02109909,168.7389984
Rotorua Regional Airport,Rotorua,New Zealand,ROT,-38.10919952,176.3170013
Tauranga Airport,Tauranga,New Zealand,TRG,-37.6719017,176.1959991
Timaru Airport,Timaru,New Zealand,TIU,-44.30279922,171.2250061
Pukaki Airport,Pukaki,New Zealand,TWZ,-44.23500061,170.1179962
Woodbourne Airport,Woodbourne,New Zealand,BHE,-41.5182991,173.8699951
Wanaka Airport,Wanaka,New Zealand,WKA,-44.72219849,169.2460022
Whakatane Airport,Whakatane,New Zealand,WHK,-37.92060089,176.9140015
Wellington International Airport,Wellington,New Zealand,WLG,-41.32720184,174.8049927
Wairoa Airport,Wairoa,New Zealand,WIR,-39.00690079,177.4069977
Whangarei Airport,Whangarei,New Zealand,WRE,-35.7682991,174.3650055
Westport Airport,Westport,New Zealand,WSZ,-41.73809814,171.5809937
Wanganui Airport,Wanganui,New Zealand,WAG,-39.96220016,175.0249939
Herat Airport,Herat,Afghanistan,HEA,34.20999908,62.22829819
Jalalabad Airport,Jalalabad,Afghanistan,JAA,34.39979935,70.49859619
Hamid Karzai International Airport,Kabul,Afghanistan,KBL,34.565899,69.212303
Kandahar Airport,Kandahar,Afghanistan,KDH,31.50580025,65.84780121
Maimana Airport,Maimama,Afghanistan,MMZ,35.93080139,64.7609024
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,36.70690155,67.20970154
Shindand Airport,Shindand,Afghanistan,OAH,33.3913002,62.26100159
Konduz Airport,Kunduz,Afghanistan,UND,36.6651001,68.91079712
Bahrain International Airport,Bahrain,Bahrain,BAH,26.27079964,50.63359833
Abha Regional Airport,Abha,Saudi Arabia,AHB,18.24040031,42.65660095
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,25.2852993,49.48519897
Al Baha Airport,El-baha,Saudi Arabia,ABT,20.29610062,41.63430023
Bisha Airport,Bisha,Saudi Arabia,BHH,19.9843998,42.6208992
King Fahd International Airport,Dammam,Saudi Arabia,DMM,26.47120094,49.79790115
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,26.26539993,50.15200043
